Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary,salary_min,salary_max,salary_avg,salary_type,salary_standardized,state,standardized_title,education_level,experience_level,job_level
"Data Scientist II, Internal Medicine",UT Southwestern,"Dallas, TX","Data analysis skills, Software development, Bioinformatics","master, education, degree, bachelor, b.s., m.s.","2 years, 4 years, 75 years",,$83K - $148K (Glassdoor est.),83000.0,148000.0,115500.0,yearly,115500.0,TX,Data Scientist,3,4,
Senior Data Scientist,Alliant Energy,"Madison, WI","Statistics, Computer science, Power BI, Data mining, Management","master, education, degree, bachelor","2 years, 6 years",Senior level,$100K - $126K (Employer est.),100000.0,126000.0,113000.0,yearly,113000.0,WI,Data Scientist,3,3,3
Sr Data Scientist,Uber,"San Francisco, CA","Microsoft Excel, Tableau, SQL, Machine learning, Experimental design","degree, bachelor, m.s.","3+ years, 4+ years, 5+ years",,$169K - $188K (Employer est.),169000.0,188000.0,178500.0,yearly,178500.0,CA,Data Scientist,3,2,
Data Scientist,Veterans United Home Loans,"Columbia, MO","Sales, Data analysis skills, Analysis skills, Scripting, Experimental design",education,2+ years,,$81K - $126K (Glassdoor est.),81000.0,126000.0,103500.0,yearly,103500.0,MO,Data Scientist,,1,
Arity - Lead Data Scientist - AdTech/RTB - Arity,Arity,Remote,"TensorFlow, Big data, Spark, Machine learning, Distributed systems","graduate, master, degree, phd, associate","90 years, 5+ years, 5 years",,$122K - $207K (Employer est.),122000.0,207000.0,164500.0,yearly,164500.0,Remote,Data Scientist,4,4,
Data Scientist,"Advarra, Inc.",Remote,"TensorFlow, Computer science, Clinical research, Spark, R","master, degree, bachelor",5+ years,,$76K - $129K (Employer est.),76000.0,129000.0,102500.0,yearly,102500.0,Remote,Data Scientist,3,2,
Junior AI/ML Engineer – LLM-Based Content Moderation,"Trust & Safety Laboratory, Inc.","Palo Alto, CA","TensorFlow, Machine learning, Deep learning, Natural language processing, AI","master, degree, bachelor",1+ years,Junior level,$100K - $130K (Employer est.),100000.0,130000.0,115000.0,yearly,115000.0,CA,Data Scientist,3,1,1
Data Scientist - Insurance Modeling,Allstate,Remote,"Statistics, Management, SAS, R, Microsoft Office","graduate, associate, degree, bachelor","90 years, several years",,$74K - $134K (Employer est.),74000.0,134000.0,104000.0,yearly,104000.0,Remote,Data Scientist,2,4,
Data Scientist-Natural and Artificial Minds,Princeton University,"Princeton, NJ","Statistics, Machine learning, AI, Python","education, ph.d",,,$60K - $103K (Glassdoor est.),60000.0,103000.0,81500.0,yearly,81500.0,NJ,Data Scientist,4,,
Lead Data Scientist,Nexmeet,"San Jose, CA","TensorFlow, Statistics, Azure, Big data, Spark","master, education, bachelor","8 years, 8+ years",,$160K - $250K (Employer est.),160000.0,250000.0,205000.0,yearly,205000.0,CA,Data Scientist,3,3,
Data Scientist,Elder Research,Maryland,"Data mining, R, SQL, AWS, Machine learning","degree, bachelor","3+ years, 30 years",,,,,,unknown,,MD,Data Scientist,2,4,
Data Scientist,Reframe Systems,"Andover, MA","ArcGIS, Power BI, Business intelligence, Tableau, SQL",,,,$84K - $126K (Glassdoor est.),84000.0,126000.0,105000.0,yearly,105000.0,MA,Data Scientist,,,
Data Scientist,Dezign Concepts LLC,"Chantilly, VA","Management, AWS, Splunk, SDKs, Customer relationship management",education,,,$210K (Employer est.),210000.0,210000.0,210000.0,yearly,210000.0,VA,Data Scientist,,,
Data Scientist/Engineer II,Washington Metropolitan Area Transit Authority,"Washington, DC","Computer science, Relational databases, R, Application development, SQL","master, certification, education, degree, bachelor, diploma",(4) years,,$118K - $158K (Glassdoor est.),118000.0,158000.0,138000.0,yearly,138000.0,DC,Data Scientist,3,2,
Data Scientist,Secured,"Chantilly, VA","Jira, Authentication, Data modeling, Oracle, Management","associate, certification",20 years,,,,,,unknown,,VA,Data Scientist,1,4,
Assoc Data Scientist,Bayer,"Chesterfield, MO","Oracle, Relational databases, Software deployment, R, Data analysis skills","master, degree, bachelor",2+ years,,$93K - $136K (Glassdoor est.),93000.0,136000.0,114500.0,yearly,114500.0,MO,Data Scientist,3,1,
Data Scientist - Data Cycling Center,TikTok,"San Jose, CA","SQL, Project management, Machine learning, Product management, Data science","master, degree, bachelor",5 years,,$114K - $200K (Employer est.),114000.0,200000.0,157000.0,yearly,157000.0,CA,Data Scientist,3,2,
"AIML - Data Scientist, Data and ML Innovation",Apple,"Seattle, WA","Computer science, Data structures, Spark, R, Data analysis skills","ph.d, education, b.s.","5 years, 8 years",,$135K - $251K (Employer est.),135000.0,251000.0,193000.0,yearly,193000.0,WA,Data Scientist,4,3,
Sr. Data Scientist,BOTG LLC,"Piscataway, NJ","Statistics, MATLAB, Data mining, Big data, Spark","master, education, degree, bachelor","4-7 years, 5+ years, 7-10 years, 2+ years, 3+ years, 4+ years",Senior level,$140K - $150K (Employer est.),140000.0,150000.0,145000.0,yearly,145000.0,NJ,Data Scientist,3,4,3
Cleared Data Scientist,Noblis,"Chantilly, VA","Jira, TensorFlow, Elasticsearch, Azure, Management","master, education, degree, bachelor","4-7 years, 5+ years, 7-10 years, 2+ years, 3+ years, 4+ years",,$89K - $138K (Employer est.),89000.0,138000.0,113500.0,yearly,113500.0,VA,Data Scientist,3,4,
Data Scientist- Principal,"Clutch Group, Inc.","Jersey City, NJ","Statistics, Computer science, Power BI, Data mining, R","degree, bachelor",10+ years,,$220K - $250K (Employer est.),220000.0,250000.0,235000.0,yearly,235000.0,NJ,Data Scientist,2,4,
FBI Special Agent: Advanced Data & Intelligence Expertise,Federal Bureau of Investigation,United States,"Data mining, R, Analysis skills, Machine learning, Intelligence analysis","master, associate, education, degree",,,$99K - $128K (Employer est.),99000.0,128000.0,113500.0,yearly,113500.0,United States,Other,3,,
Sr. Data Scientist,Pacific Life,"Newport Beach, CA","TensorFlow, Azure, Data mining, Software deployment, R","master, ph.d",5+ years,Senior level,$148K - $181K (Employer est.),148000.0,181000.0,164500.0,yearly,164500.0,CA,Data Scientist,4,2,3
"ADC Engineer II, AI/ML ADC","Amazon Development Center U.S., Inc.","Denver, CO","Computer science, System administration, System design, Process improvement, Windows",degree,3+ years,,$105K (Employer est.),105000.0,105000.0,105000.0,yearly,105000.0,CO,Other Engineering,,2,
Senior Data Scientist,ManTech,"Chantilly, VA","Azure, Relational databases, Data analysis skills, Databases, SQL","master, degree, certification, diploma","10+ years, 1 years",Senior level,$122K - $164K (Glassdoor est.),122000.0,164000.0,143000.0,yearly,143000.0,VA,Data Scientist,3,4,3
"Senior Data Scientist, Enterprise Data Delivery",PenFed Credit Union,"McLean, VA","SAS, R, Data analysis skills, SQL, Statistical analysis","degree, master, education, ph.d","1+ years, (4) years",Senior level,,,,,unknown,,VA,Data Scientist,4,2,3
"Systems Development Engineer II, AI/ML Amazon Dedicated Cloud","Amazon Development Center U.S., Inc.","Denver, CO","CI/CD, Computer science, Cloud infrastructure, Rust, Go","degree, bachelor",,,$116K (Employer est.),116000.0,116000.0,116000.0,yearly,116000.0,CO,Other Engineering,2,,
Senior AI Engineer,Cognizant,"Dallas, TX","TensorFlow, Computer science, Quality assurance, Machine learning, Embedded software","master, degree, bachelor","3 years, 7 years, 5 years",Senior level,$100K - $150K (Employer est.),100000.0,150000.0,125000.0,yearly,125000.0,TX,Other Engineering,3,3,3
Specialist Auditors - Math (Full-Time),A Global Leader in AI Development,Remote,"Writing skills, English, Machine learning, AI, Communication skills",phd,,,$50.00 Per Hour (Employer est.),50.0,50.0,50.0,hourly,104000.0,Remote,Other,4,,
"Sr. Data Analyst, Internal Audit SOX Analytics & Automation",Vanguard,"Chesterbrook, PA","Power BI, Microsoft SQL Server, SOX, Tableau, SQL",phd,,Senior level,$94K - $143K (Glassdoor est.),94000.0,143000.0,118500.0,yearly,118500.0,PA,Data Analyst,4,,3
AI/Machine Learning Engineer,Oddball,Remote,"TensorFlow, CI/CD, Azure, FedRAMP, Medicare","certificate, master, certification, education, degree, bachelor, ph.d","3+ years, 4 years, 7+ years",,$140K - $170K (Employer est.),140000.0,170000.0,155000.0,yearly,155000.0,Remote,Data Scientist,4,3,
Data Scientist Ongoing Talent Pipeline,V2X,United States,"SAS, Machine learning, Predictive analytics, AI","associate, certification","120 years, (3-7 years, (7+ years, (0-3 years",mid-level,,,,,unknown,,United States,Data Scientist,1,4,2
"Data Scientist, Ambulatory Transformation & Performance",UCLA Health,"Los Angeles, CA","Data modeling, Azure, Data mining, DevOps, R","associate, certification","120 years, (3-7 years, (7+ years, (0-3 years",mid-level,$103K - $228K (Employer est.),103000.0,228000.0,165500.0,yearly,165500.0,CA,Data Scientist,1,4,2
"Data Scientist, Experimentation",Stitch Fix,Remote,"Go, Big data, Spark, E-commerce, SQL","phd, master, degree",3-5+ years,,$154K - $226K (Employer est.),154000.0,226000.0,190000.0,yearly,190000.0,Remote,Data Scientist,4,2,
Senior Data Scientist (Remote - US Based),Age of Learning,Remote,"Spanish, Data analysis skills, SQL, Machine learning, Mentoring","degree, master, education, ph.d",8+ years,Senior level,$140K - $170K (Employer est.),140000.0,170000.0,155000.0,yearly,155000.0,Remote,Data Scientist,4,3,3
Scientific Programmer/Data Scientist,University of Minnesota,"Minneapolis, MN","Statistics, MATLAB, R, Research, SQL","graduate, m.a., undergraduate, m.s.",more years,,,,,,unknown,,MN,Data Scientist,3,,
ETL Analyst/Data Scientist,The University of Chicago Medicine,"Chicago, IL","SAS, Data structures, R, SQL, ICD-9","phd, master, certification",2-5 years,,$138K - $185K (Employer est.),138000.0,185000.0,161500.0,yearly,161500.0,IL,Data Scientist,4,2,
Data Scientist,"University of California, Irvine","Irvine, CA","Statistical software, Power BI, Data mining, Business intelligence, SAS","graduate, degree, undergraduate","seven years, 5 years",,$85K - $157K (Employer est.),85000.0,157000.0,121000.0,yearly,121000.0,CA,Data Scientist,,2,
Logistics Data Scientist,Swain Techs,"Philadelphia, PA","Data modeling, R, Logistics, SQL, Analysis skills","graduate, degree, undergraduate","seven years, 5 years",,$100K - $140K (Employer est.),100000.0,140000.0,120000.0,yearly,120000.0,PA,Data Scientist,,2,
AI/ML Engineer (TS/SCI) {S},"ARKA Group, L.P.","King of Prussia, PA","TensorFlow, Computer science, Software deployment, C#, Research","phd, education, degree",2+ years,,$86K - $200K (Employer est.),86000.0,200000.0,143000.0,yearly,143000.0,PA,Data Scientist,4,1,
AI Solutions Architect,Isaacson Foundation,"Gallatin, TN","TensorFlow, R, Data analysis skills, Tableau, Java","master, education, degree, bachelor","2 years, (3+ years",,$95K - $120K (Employer est.),95000.0,120000.0,107500.0,yearly,107500.0,TN,Software/Systems Architect,3,2,
Data Scientist,Apple,"Sunnyvale, CA","Computer vision, Data analysis skills, SQL, AWS, Analysis skills",education,3 years,,$143K - $264K (Employer est.),143000.0,264000.0,203500.0,yearly,203500.0,CA,Data Scientist,,2,
"Data Scientist 5 - Nashville, TN",Oracle,United States,"Data mining, Data structures, Spark, R, Apache Hive","master, degree",5+ years,,,,,,unknown,,United States,Data Scientist,3,2,
Data Scientist,Apple,"Austin, TX","Kubernetes, Relational databases, Tableau, Docker, Machine learning","master, degree",5+ years,,$124K - $177K (Glassdoor est.),124000.0,177000.0,150500.0,yearly,150500.0,TX,Data Scientist,3,2,
Video Content Data Scientist,Apple,"Culver City, CA","Spark, SQL, Machine learning, Distributed systems, Data science","education, degree, bachelor",2 years,,$130K - $236K (Employer est.),130000.0,236000.0,183000.0,yearly,183000.0,CA,Data Scientist,2,1,
Data Scientist,Berkshire Residential Investments,"Boston, MA","Microsoft Powerpoint, Microsoft Word, Statistics, Power BI, Microsoft Excel","master, education, degree, bachelor","more years, 3-5 years",,$96K - $142K (Glassdoor est.),96000.0,142000.0,119000.0,yearly,119000.0,MA,Data Scientist,3,2,
"AIML - Data Scientist, Data and ML Innovation",Apple,"Seattle, WA","Data structures, Spark, Data analysis skills, Application development, SQL",education,,,$135K - $251K (Employer est.),135000.0,251000.0,193000.0,yearly,193000.0,WA,Data Scientist,,,
Predictive Analytics Modeler,LegalMatch,"Reno, NV","Data mining, SAS, Relational databases, Data structures, R","education, bachelor","equivalent years, 1 years",,$50K - $60K (Employer est.),50000.0,60000.0,55000.0,yearly,55000.0,NV,Other,2,1,
"Data Scientist, Product Analytics (PhD)",Meta,"New York, NY","Computer science, Data mining, R, Apache Hive, SQL","phd, degree, ph.d, bachelor",,,$114K - $171K (Employer est.),114000.0,171000.0,142500.0,yearly,142500.0,NY,Data Scientist,4,,
Data Scientist,CARFAX,"Columbia, MO","Statistics, Data mining, Spark, R, SQL","master, degree",4+ years,,$88K - $128K (Glassdoor est.),88000.0,128000.0,108000.0,yearly,108000.0,MO,Data Scientist,3,2,
Sr. Data Scientist II,Pacific Life,"Newport Beach, CA","TensorFlow, Underwriting, SQL, Machine learning, Communication skills","master, degree",4+ years,Senior level,$120K - $154K (Glassdoor est.),120000.0,154000.0,137000.0,yearly,137000.0,CA,Data Scientist,3,2,3
Data Scientist,Astrix Technology Group,"Bethesda, MD","Statistics, Data mining, SAS, Machine learning, Communication skills","degree, master, ph.d","(3) years, (5) years",,$85K - $115K (Employer est.),85000.0,115000.0,100000.0,yearly,100000.0,MD,Data Scientist,4,2,
Marketing Analytics - Data Scientist II - Hybrid,Unum,"Columbia, SC","Statistics, Data mining, DB2, Customer service, DevOps","master, education, bachelor",4+ years,,$73K - $151K (Employer est.),73000.0,151000.0,112000.0,yearly,112000.0,SC,Data Scientist,3,2,
Senior Data Scientist,CARFAX,"Columbia, MO","Statistics, Data mining, Spark, R, Google Cloud Platform","master, education, bachelor",4+ years,Senior level,$121K - $157K (Glassdoor est.),121000.0,157000.0,139000.0,yearly,139000.0,MO,Data Scientist,3,2,3
Manager Data Science,Capital One,"Richmond, VA","Relational databases, Spark, R, Data analysis skills, Databases","master, education, degree, bachelor, phd, associate","4 years, 3 years, 2 years, few years, 6 years",,,,,,unknown,,VA,Data Scientist,4,3,
NLP Data Scientist,Brilliant Staffing LLC,"Chicago, IL","SQL, Project management, Sentiment analytics, Machine learning, Natural language processing","education, master, ph.d",3 years,,$170K - $185K (Employer est.),170000.0,185000.0,177500.0,yearly,177500.0,IL,Data Scientist,4,2,
GEOINT Data Scientist,ManTech,"Tampa, FL","Statistical software, Data mining, Writing skills, Regression analysis, Intelligence experience","master, certification, education, degree, bachelor, phd, associate","2 years, 10+ years, 3 years, 0.5 years",,$84K - $117K (Glassdoor est.),84000.0,117000.0,100500.0,yearly,100500.0,FL,Data Scientist,4,4,
Data Scientist,Medicalink Recruiters,"Fort Meade, MD","TensorFlow, Statistics, Writing skills, R, Microsoft Office","education, master, degree, bachelor",3 years,,$151K - $180K (Employer est.),151000.0,180000.0,165500.0,yearly,165500.0,MD,Data Scientist,3,2,
Machine Learning Operations Data Engineer IV,FM,"Johnston, RI","CI/CD, Azure, Kubernetes, Software deployment, DevOps","degree, bachelor","more years, 6+ years, 3 years, 8+ years",,$114K - $164K (Employer est.),114000.0,164000.0,139000.0,yearly,139000.0,RI,Data Scientist,2,3,
AI Data Engineer,"Partners Consulting, Inc.","Folsom, NJ","XML, SOAP, SQL, Machine learning, JavaScript",,3-5 years,,$88K - $124K (Glassdoor est.),88000.0,124000.0,106000.0,yearly,106000.0,NJ,Other Engineering,,2,
Staff Clinical Research Data Scientist - Remote,Dexcom,Remote,"MATLAB, Data mining, Statistical analysis, Analysis skills, Machine learning","master, education, degree, bachelor, phd","25 years, 2-4 years, 5-7 years, 8-12 years",,$142K - $236K (Employer est.),142000.0,236000.0,189000.0,yearly,189000.0,Remote,Data Scientist,4,4,
TikTok Shop - Data Scientist - US Operations,TikTok,"Seattle, WA","R, E-commerce, SQL, Data science, Communication skills","phd, associate, degree, bachelor",3 years,,$168K - $313K (Employer est.),168000.0,313000.0,240500.0,yearly,240500.0,WA,Data Scientist,4,2,
Data Scientist,Seal Dynamics LLC,"Hauppauge, NY","Power BI, C#, MRP, Java, SQL","phd, associate, degree, bachelor",3 years,,$90K - $110K (Employer est.),90000.0,110000.0,100000.0,yearly,100000.0,NY,Data Scientist,4,2,
Data Scientist III,f5,"San Jose, CA","Load balancing, SQL, C, Machine learning, Python","phd, associate, degree, bachelor",3 years,,$185K - $211K (Employer est.),185000.0,211000.0,198000.0,yearly,198000.0,CA,Data Scientist,4,2,
Data Scientist 2,Baylor Scott & White Health,Remote,"TensorFlow, Azure, Machine learning, Deep learning, Organizational skills","master, education, degree, bachelor, phd","2 years, 5+ years, 5 years",,$47.41 Per Hour (Employer est.),47.41,47.41,47.41,hourly,98612.79999999999,Remote,Data Scientist,4,2,
Data Scientist,Brillient Corporation,"Washington, DC","Computer science, Power BI, Data modeling, Microsoft Excel, Business intelligence","master, education, degree, bachelor, phd","2 years, 5+ years, 5 years",,,,,,unknown,,DC,Data Scientist,4,2,
"Data Scientist, Monetization",Character.AI,"Menlo Park, CA","Live chat, Microsoft Excel, Social media management, Leadership","master, education, degree, bachelor, phd","2 years, 5+ years, 5 years",,$150K - $250K (Employer est.),150000.0,250000.0,200000.0,yearly,200000.0,CA,Data Scientist,4,2,
Senior Data Scientist (Insights),WHOOP,"Boston, MA","Software deployment, SQL, Machine learning, Communication skills, Python","master, degree, bachelor",5+ years,Senior level,,,,,unknown,,MA,Data Scientist,3,2,3
Data Scientist - Executive Liability Division,Great American Insurance Company,"Schaumburg, IL","TensorFlow, Power BI, Microsoft Excel, Data mining, R","master, certification, education, degree, bachelor",3 years,,$100K - $120K (Employer est.),100000.0,120000.0,110000.0,yearly,110000.0,IL,Data Scientist,3,2,
Senior Data Scientist,Cohere Health,Remote,"Statistics, Elasticsearch, Data mining, Spark, R",degree,"four years, 5+ years",Senior level,$120K - $145K (Employer est.),120000.0,145000.0,132500.0,yearly,132500.0,Remote,Data Scientist,,2,3
